StudentID,FullName,ProgrammeCode,YearOfStudy,CGPA,ContactNumber
TP125800,Dalila binti Othman,CT102,2,2.6,013-6803741
TP131791,Azman binti Musa,EE103,2,3.19,019-5386035
TP123292,Ismail bin Ibrahim,EE104,4,2.78,018-2759728
TP127250,Zainab bin Ismail,CT105,2,3.17,013-5214440
TP141546,Harish Balakrishnan,CT103,3,2.95,016-5701901
TP108016,Ming Cheong,PM102,2,2.21,012-8318456
TP167081,Hao Chan,CT101,4,3.51,018-1460434
TP139387,Jia Chong,CT105,3,2.77,011-6778321
TP119936,Kumar Nair,CT101,2,3.68,014-6830223
TP153342,Jia Chan,CT104,3,2.71,011-9299221
TP197050,Ganesh Raju,BM104,3,3.66,014-7955625
TP100163,Chen Chew,CT104,1,2.7,016-2656442
TP134433,Zainab bin Ibrahim,CT104,1,2.5,019-4544647
TP161879,Ramesh Maniam,BM101,2,2.79,014-9365192
TP155610,Farid bin Zainal,CT107,1,3.48,011-8574454
TP185179,Farid binti Zainal,BM101,2,3.81,013-1330899
TP190886,Azman binti Othman,DT103,1,2.1,014-7088241
TP118026,Deepa Nair,CT107,1,2.71,014-3768701
TP120332,Raj Chandran,DT103,1,2.56,012-1746373
TP196855,Wei Chong,CT106,1,3.13,012-6230377
TP112780,Peng Chan,CT103,1,2.88,011-1041426
TP143842,Syafiq binti Othman,BM101,2,2.86,013-2230809
TP106077,Ibrahim bin Hassan,HS101,3,3.34,012-6724924
TP126588,Harish Vellu,EE101,3,3.7,018-5050061
TP178443,Wei Lee,CT101,3,2.83,017-9390156
TP113264,Fang Lee,EE105,2,2.33,019-6882536
TP122304,Amirah bin Kamaruddin,CT105,3,2.6,019-6513475
TP123067,Faizal binti Musa,CT107,1,2.96,018-2558409
TP133453,Arjun Arumugam,CT104,3,3.08,013-9982950
TP153319,Zainab bin Musa,BM104,1,1.41,018-9956212
TP199968,Faizal bin Musa,BM102,1,3.11,017-8999482
TP198499,Muhammad bin Hassan,DT103,3,3.64,017-1176195
TP137097,Ming Chong,BM104,1,3.59,011-1419550
TP102243,Nur bin Ismail,CT102,1,2.62,016-2395263
TP192988,Nithya Balakrishnan,CT107,1,3.67,017-7931638
TP189701,Liyana binti Razali,BM105,2,3.58,012-5778877
TP162532,Raj Sharma,CT102,3,3.26,019-2239001
TP144363,Naim bin Ismail,CT107,1,2.77,014-9241038
TP161993,Ibrahim binti Abdullah,CT102,3,3.2,016-6713848
TP154649,Yong Koh,EE102,2,2.69,011-5813132
TP100906,Farid bin Abdullah,CT106,2,3.07,018-9090761
TP199310,Abdullah binti Musa,CT102,4,2.7,017-7214930
TP103335,Liyana bin Hassan,EE105,2,3.53,019-3585541
TP145967,Athirah binti Othman,DT102,3,3.35,012-4382407
TP187900,Chen Chua,PM101,2,3.73,018-4117654
TP160479,Ahmad binti Othman,CT102,1,3.72,013-3277375
TP183210,Hafiz binti Ahmad,CT106,1,3.3,017-5638023
TP144294,Zulkifli binti Kamaruddin,CT101,1,3.42,019-2857907
TP125725,Hafiz binti Kamaruddin,BM102,2,1.06,011-6605192
TP156199,Farid bin Abdullah,CT104,2,3.55,012-8169146
TP123781,Le Chin,CT102,4,3.03,017-5806711
TP152333,Nabilah bin Zainal,PM101,3,1.35,019-3495274
TP100363,Ibrahim bin Ahmad,DT102,1,2.89,014-9894831
TP102077,Farah bin Ahmad,HS103,2,2.09,011-3146616
TP183972,Haziq binti Musa,BM101,1,3.41,016-3913548
TP153796,Ling Leong,DT102,1,2.8,011-5934337
TP154456,Syazwani binti Ibrahim,BM102,1,2.05,019-7153783
TP133891,Ismail binti Ibrahim,CT104,4,3.52,011-2705764
TP114846,Hao Yong,CT103,2,2.67,012-4575978
TP119259,Rizal binti Kamaruddin,CT101,3,2.26,017-3036337
TP102824,Jing Ong,HS101,2,3.5,019-9656733
TP153070,Jia Teh,CT102,4,2.24,014-9419500
TP172414,Ibrahim binti Musa,BM102,2,1.37,017-9659188
TP125579,Farid bin Ismail,CT102,2,2.04,014-9936187
TP143726,Hanis binti Yusof,HS102,1,2.3,017-5859155
TP144854,Zulkifli bin Razali,CT105,2,3.47,012-5585344
TP174156,Liyana binti Ibrahim,CT102,3,2.3,011-6359494
TP143922,Nur binti Ahmad,BM104,1,1.86,012-2440013
TP141034,Jing Teh,CT103,4,3.69,019-4236321
TP194719,Farhana binti Musa,CT104,3,2.43,013-4619827
TP193077,Ling Teh,CT103,3,2.35,016-9837752
TP124625,Abdullah binti Abdullah,BM103,1,3.01,014-3039102
TP104406,Aisyah bin Ibrahim,PM101,2,1.66,018-9125967
TP161566,Peng Loh,CT102,4,3.71,016-9069586
TP155455,Hafiz bin Hassan,CT103,4,2.37,014-1278299
TP170483,Nadia binti Kamaruddin,CT107,1,3.15,018-5845425
TP176007,Zainab binti Ismail,BM104,2,1.03,011-3265459
TP182118,Jing Lee,CT101,3,1.15,011-6754456
TP193494,Jia Ng,CT101,1,3.52,019-5733597
TP171111,Izzati bin Zainal,HS103,1,3.53,013-2091744
TP118839,Athirah bin Kamaruddin,CT103,1,3.04,016-8663665
TP182728,Hao Chew,EE102,2,3.64,016-5105248
TP176173,Jia Lim,BM101,3,3.67,016-2841307
TP185364,Chen Yap,BM105,1,3.07,013-1620484
TP129514,Naim bin Hassan,CT103,2,2.99,013-1296329
TP137079,Wei Lim,EE101,2,3.23,018-8996592
TP184194,Xin Ong,CT103,4,3.59,016-1928230
TP180844,Haziq binti Othman,PM101,2,2.55,019-8140005
TP150857,Ismail bin Kamaruddin,EE101,2,1.78,011-9843568
TP195611,Zi Ng,BM101,1,2.42,018-8200180
TP151945,Nabilah bin Ahmad,CT107,1,1.53,019-6559996
TP119184,Naim bin Ismail,CT102,2,3.13,017-1669829
TP176723,Harish Selvam,CT103,1,2.04,014-1009103
TP113468,Nabilah binti Ahmad,BM101,1,3.9,012-1769763
TP107239,Mala Appalasamy,EE105,1,3.65,019-4190788
TP139375,Siti binti Musa,EE105,2,2.92,018-8449415
TP100377,Hanis bin Othman,CT103,2,3.8,019-9593281
TP115828,Amirah bin Musa,CT103,1,2.72,019-6741793
TP195833,Farid bin Abdullah,CT106,2,2.05,019-1051692
TP111249,Abdullah bin Hassan,CT105,3,3.52,016-1842198
TP131081,Nur binti Kamaruddin,CT104,4,3.54,018-9539678
TP178448,Peng Cheong,CT106,1,3.68,017-8065820
TP152704,Li Cheong,EE105,1,2.25,012-9312426
TP158980,Hao Leong,CT102,4,3.4,014-8608977
TP176777,Aisyah bin Ismail,EE101,4,1.74,016-4150534
TP128615,Ming Cheong,BM101,1,2.54,014-6741779
TP104127,Vijay Arumugam,CT102,3,2.21,012-3668732
TP119556,Liyana binti Razali,CT104,3,1.49,019-5432564
TP134479,Farid binti Kamaruddin,PM101,3,2.58,018-6542512
TP150181,Harish Sundaram,EE105,2,2.71,019-3727283
TP130164,Faizal bin Musa,BM102,1,2.35,018-3535348
TP161493,Syazwani bin Musa,EE102,3,2.99,013-8822834
TP167194,Raj Menon,EE105,1,3.17,013-1663022
TP159182,Kai Teh,DT102,1,1.7,014-2627574
TP125528,Malika bin Kamaruddin,CT107,1,2.8,016-7578587
TP136608,Mala Raju,DT103,2,2.44,013-8753603
TP168846,Nurul bin Hassan,HS101,2,3.45,014-7869672
TP110132,Hafiz binti Razali,CT101,2,1.6,013-2794312
TP176993,Syafiq bin Ahmad,CT106,2,3.2,016-6687487
TP187926,Harish Selvam,CT105,3,3.21,016-8234607
TP127065,Azman bin Ahmad,CT105,3,1.91,016-5910698
TP122843,Aisyah binti Ahmad,CT103,3,2.05,019-9516255
TP192495,Farhana binti Yusof,HS102,1,2.63,018-5425734
TP178312,Jun Chew,CT107,1,3.22,012-7595100
TP120706,Siti binti Abdullah,CT103,2,3.14,019-6285718
TP199466,Nabilah bin Kamaruddin,HS102,2,2.83,019-8453738
TP195064,Siti binti Razali,CT106,1,3.74,019-4884768
TP115096,Kavitha Sundaram,CT107,1,2.45,012-8326807
TP157242,Ravi Selvam,CT103,2,1.84,013-9041444
TP149577,Jing Lim,BM104,1,2.74,017-6931174
TP134348,Peng Goh,BM101,2,1.96,016-8452909
TP124114,Rizal binti Abdullah,DT101,1,3.2,011-5527477
TP138084,Izzat bin Ibrahim,BM104,1,3.68,013-6197156
TP168087,Nadia binti Kamaruddin,BM105,1,3.24,013-8915269
TP146564,Aisyah binti Ibrahim,CT107,1,1.52,018-6138365
TP127328,Hui Yong,BM105,3,3.06,013-7587211
TP139390,Muhammad binti Zainal,EE104,4,2.04,014-9767785
TP186331,Haziq bin Ismail,EE102,1,3.56,014-9367323
TP167879,Azri binti Kamaruddin,HS102,2,2.88,019-6663707
TP131651,Raj Nadarajan,CT107,1,3.57,017-3097030
TP132152,Kai Lim,BM104,3,3.12,013-6090565
TP191279,Vijay Nair,CT104,4,3.42,017-7470661
TP140362,Ahmad binti Razali,CT103,1,2.59,017-5783452
TP164306,Ismail binti Ahmad,BM103,2,2.89,011-4034560
TP189918,Farid bin Zainal,BM101,1,2.65,014-6640473
TP174345,Syafiq binti Abdullah,EE104,1,2.85,019-2918019
TP110317,Rizal binti Abdullah,EE103,1,3.11,016-8343705
TP144863,Muthu Balakrishnan,CT107,1,3.61,012-6456246
TP110055,Farah binti Kamaruddin,EE101,2,1.43,011-4325813
TP116260,Jia Wong,CT102,2,3.32,013-5078015
TP152150,Izzat binti Zainal,EE103,1,3.31,012-7849442
TP166212,Lavanya Sharma,CT107,1,2.58,017-3383199
TP131629,Kumar Subramaniam,CT105,1,3.11,016-1211004
TP195344,Ismail binti Abdullah,HS101,1,1.93,016-8034832
TP176443,Jun Foo,CT102,1,2.11,016-3814634
TP189717,Kumar Maniam,EE102,1,3.16,017-6190764
TP123175,Haziq bin Abdullah,CT102,1,1.25,018-6944079
TP186615,Azri binti Zainal,CT102,4,3.89,018-5159720
TP171319,Ibrahim bin Razali,DT103,3,3.7,014-4815165
TP193480,Vijay Chandran,CT105,3,2.14,011-8938605
TP158050,Izzati binti Yusof,DT102,2,2.8,019-7193287
TP162362,Kai Koh,CT107,1,2.71,016-1479536
TP131925,Peng Yap,CT106,1,3.12,019-6692447
TP113624,Farid bin Hassan,HS103,3,1.11,013-9424003
TP149452,Ravi Govindasamy,PM102,2,2.95,016-1318622
TP108073,Kavitha Devaraj,EE105,1,2.71,012-5400512
TP171450,Hui Chong,CT102,2,3.65,014-7068380
TP103446,Izzati bin Kamaruddin,BM104,3,2.77,018-1064885
TP131632,Ismail binti Othman,BM104,3,3.77,012-3442155
TP106374,Nabilah bin Othman,EE105,1,2.09,016-5201115
TP143809,Farah binti Razali,DT102,2,2.97,014-4182933
TP154160,Tian Ng,DT101,3,3.59,012-9646681
TP119849,Nabilah bin Othman,CT101,3,2.76,014-7103623
TP179907,Hanis binti Ibrahim,BM102,2,3.18,011-5204563
TP127890,Aisyah bin Musa,CT102,3,1.92,017-4484938
TP123250,Farhana binti Razali,CT102,1,3.7,016-7768153
TP187267,Peng Chin,DT101,1,2.7,017-4019291
TP105356,Nurul binti Ahmad,DT101,2,3.71,016-5771159
TP189530,Azman binti Kamaruddin,HS102,3,2.8,017-6315892
TP191272,Amirah bin Musa,CT105,1,2.56,019-1303053
TP176028,Ibrahim binti Othman,CT107,1,2.87,011-2881584
TP160293,Tian Leong,CT104,1,3.9,013-3851621
TP145364,Jun Goh,CT107,1,2.74,014-1309179
TP134580,Muhammad binti Kamaruddin,CT106,2,3.96,016-7770944
TP149465,Sanjay Subramaniam,EE103,2,3.6,011-6655878
TP193217,Fang Goh,BM103,1,3.6,016-7548717
TP191233,Haziq binti Abdullah,PM102,1,2.98,013-4676785
TP114479,Mala Govindasamy,CT101,3,3.45,018-7538191
TP152728,Ling Lim,BM102,2,2.51,016-5510558
TP126753,Jia Chong,CT105,1,3.03,014-4170093
TP107869,Rizal binti Kamaruddin,EE104,4,2.43,019-4397070
TP154345,Peng Koh,EE101,3,3.36,016-7514281
TP145851,Muhammad binti Yusof,CT104,1,2.82,017-6110772
TP188175,Raj Balakrishnan,EE103,4,2.63,014-3971920
TP182436,Li Loh,CT107,1,2.22,011-2957639
TP160446,Nurul bin Ibrahim,HS103,2,2.7,018-8714940
TP185736,Ling Lee,CT106,2,3.58,018-4663578
TP150913,Zainab binti Abdullah,EE104,3,3.5,013-8862334
TP122775,Amirah bin Kamaruddin,EE102,3,2.97,019-7921279
TP149322,Ismail bin Ahmad,CT101,3,2.57,017-4758907
TP109422,Izzati binti Razali,EE103,3,3.06,011-4769225
TP150907,Chen Teh,CT101,3,2.42,018-7831599
TP144007,Hao Ng,CT106,1,3.56,011-6779982
TP164480,Azri binti Kamaruddin,EE101,1,2.45,012-9234490
TP161247,Deepa Vellu,DT102,2,3.11,014-4172302
TP184154,Faizal bin Ahmad,EE101,2,3.09,013-7177177
TP122639,Siti bin Othman,CT103,4,3.6,018-6784217
TP170376,Haziq bin Abdullah,EE105,1,2.26,017-8029689
TP147968,Abdullah binti Yusof,CT104,3,3.52,012-3821429
TP171964,Siti binti Musa,CT106,1,3.11,019-3201657
TP121395,Zi Yap,BM102,1,2.86,013-7326146
TP180822,Krishnan Nair,BM104,1,2.72,013-5295564
TP151304,Ismail binti Othman,CT107,1,3.64,017-7653299
TP113602,Liyana bin Musa,CT101,2,2.68,019-9291119
TP158218,Hanis bin Ahmad,CT103,1,2.65,017-5877586
TP142361,Kumar Chandran,CT104,4,2.86,011-8342942
TP165029,Naim bin Kamaruddin,CT107,1,2.7,016-1974714
TP109288,Amirul bin Othman,CT103,3,2.16,018-6746447
TP181104,Rizal bin Kamaruddin,CT105,3,3.3,014-7750460
TP171150,Rizal binti Ahmad,DT101,2,2.1,018-8526548
TP106788,Li Chin,EE103,4,2.54,011-7736333
TP122682,Athirah binti Ahmad,CT101,2,3.6,012-2456396
TP122062,Zainab binti Ismail,CT104,2,3.34,012-6315557
TP158472,Jun Loh,EE105,2,2.89,013-6796492
TP152179,Jun Chua,CT107,1,2.36,014-3468738
TP103262,Anand Ramasamy,BM101,1,3.22,011-5660351
TP197266,Amirul binti Razali,BM101,2,3.23,011-9579928
TP128066,Jia Goh,HS103,3,3.47,014-9869600
TP173197,Ravi Subramaniam,CT102,2,2.53,011-3126660
TP120014,Izzat bin Othman,EE104,1,2.63,012-5515379
TP157574,Xin Foo,EE104,2,2.8,018-3720339
TP103662,Athirah binti Zainal,CT102,4,3.09,013-2144392
TP118185,Lavanya Govindasamy,CT102,1,3.61,018-3813024
TP103627,Zainab bin Ibrahim,DT103,1,2.65,014-9593404
TP143664,Farhana bin Musa,BM105,3,3.47,017-8089550
TP107384,Li Lim,HS103,1,2.33,012-7785728
TP152442,Fang Tan,BM101,2,2.06,011-8421906
TP141856,Azman bin Ismail,CT104,3,3.37,011-9567004
TP198247,Faizal binti Ahmad,DT101,3,2.83,014-9515585
TP176989,Peng Chan,CT102,3,2.09,012-8494456
TP173091,Anand Nadarajan,BM101,3,3.63,018-1034417
TP119599,Jing Chan,CT106,1,3.09,012-1990195
TP161341,Chen Koh,CT105,1,3.85,011-5729185
TP149148,Hao Goh,CT101,2,3.93,011-6824399
TP151084,Farid binti Zainal,CT105,2,3.26,012-8834677
TP164950,Jing Chong,CT103,2,3.39,018-8480472
TP131223,Zi Lee,CT105,2,2.03,014-4522752
TP179321,Anand Murugasen,CT101,2,3.97,011-7899644
TP183080,Nabilah bin Ibrahim,CT101,1,3.48,018-1734162
TP187300,Ahmad bin Musa,BM102,1,3.09,013-2749030
TP174120,Kavitha Nair,DT102,1,2.03,016-6192855
TP139587,Shanti Krishnan,HS103,4,2.87,013-3172126
TP120747,Hafiz binti Razali,EE101,3,3.24,019-6756881
TP154055,Yu Chew,CT103,1,2.6,013-8750535
TP135446,Chen Lim,EE105,2,2.83,014-5387002
TP156464,Ravi Pillai,DT101,1,2.75,013-2773203
TP156364,Ling Chin,BM103,3,3.7,017-1253962
TP197136,Farah bin Ismail,CT103,3,3.12,014-3770759
TP127893,Izzat bin Zainal,DT101,1,3.74,017-8198388
TP132190,Azri bin Ibrahim,CT104,4,3.34,016-6675519
TP168864,Ismail bin Zainal,CT104,2,3.26,012-6862008
TP103832,Raj Appalasamy,CT101,1,3.96,013-6090918
TP124750,Hao Chin,EE104,3,3.28,013-1044198
TP115894,Nurul binti Yusof,CT103,3,2.86,013-6419421
TP134213,Syazwani bin Hassan,CT105,1,2.42,012-3944480
TP110580,Chen Wong,CT107,1,2.73,013-5669200
TP137455,Lavanya Ramasamy,BM103,3,2.2,018-7306018
TP128457,Nur binti Othman,CT103,1,3.79,013-3488413
TP168616,Syazwani binti Ahmad,BM101,2,3.12,017-8235197
TP161920,Malika bin Musa,CT105,3,3.0,014-6824497
TP117178,Le Koh,BM105,2,2.94,016-3244841
TP101541,Raj Krishnan,CT101,4,3.74,011-4954387
TP118929,Aisyah binti Kamaruddin,CT102,3,2.16,012-1988402
TP199127,Faizal binti Abdullah,CT107,1,2.25,018-4419979
TP121854,Syafiq binti Ibrahim,EE104,1,2.96,016-9426571
TP196996,Amirul bin Kamaruddin,CT103,1,2.72,019-2221018
TP157002,Farah bin Othman,PM102,2,3.13,019-3065243
TP178520,Amirah binti Ismail,BM103,2,3.55,017-5073271
TP121605,Hafiz bin Ismail,DT103,3,1.16,019-9796134
TP166669,Nur bin Musa,BM103,1,2.7,011-1649528
TP167204,Dalila binti Othman,DT101,3,2.98,013-4070169
TP140155,Ibrahim binti Ibrahim,BM103,3,2.15,017-4895512
TP134528,Anand Appalasamy,EE104,2,2.48,018-1856854
TP145404,Ibrahim bin Musa,CT101,2,3.49,012-6681529
TP103293,Abdullah bin Musa,CT104,1,2.19,014-6029625
TP144646,Fang Cheong,BM103,1,2.16,014-7488130
TP125637,Liyana binti Yusof,CT101,4,2.02,011-8076426
TP122831,Izzati binti Razali,EE101,3,3.31,012-7196118
TP136323,Muhammad binti Abdullah,PM101,2,3.53,017-7605242
TP163708,Yong Tan,CT103,4,2.55,016-5266590
TP197643,Priya Murugasen,BM103,3,3.72,016-8501732
TP106864,Izzati binti Musa,HS102,2,1.85,014-2655781
TP158450,Aisyah binti Zainal,DT102,2,3.54,016-8759816
TP160358,Hao Yong,DT101,1,3.3,017-4701935
TP128979,Azri binti Ahmad,BM101,3,3.3,014-1637377
TP106066,Priya Devaraj,CT104,2,2.13,012-2496037
TP156433,Li Tan,EE104,3,2.77,014-7695233
TP126793,Ravi Selvam,CT107,1,2.64,014-9281894
TP157445,Amirah binti Razali,BM101,3,3.01,017-5316427
TP165291,Ganesh Arumugam,CT103,1,1.83,013-6515866
TP122931,Li Koh,CT104,4,1.27,014-1689543
TP133762,Mala Krishnan,CT105,1,1.83,012-1438640
TP179169,Jing Leong,EE104,4,2.98,018-4210180
TP162973,Tian Chua,DT101,3,3.05,012-4464183
TP171780,Malika binti Razali,CT107,1,3.15,013-6119405
TP188225,Athirah binti Abdullah,BM105,3,3.34,012-9101545
TP165946,Faizal bin Othman,EE103,4,3.09,017-2646206
TP190378,Hafiz binti Othman,HS101,1,3.75,016-4416724
TP139976,Zulkifli bin Hassan,DT102,1,2.2,017-2654118
TP180234,Izzat bin Ismail,CT101,1,2.17,018-8214808
TP198610,Farid binti Ibrahim,EE105,2,3.69,011-5673376
TP143606,Zainab bin Musa,EE102,1,2.29,012-6825158
TP142518,Peng Foo,CT105,1,3.72,014-5855151
TP194549,Nadia binti Ibrahim,CT106,1,3.62,017-3963787
TP106281,Azri bin Hassan,CT103,3,2.58,014-3668014
TP160949,Amirah binti Othman,CT101,3,3.1,012-5494194
TP103125,Malika binti Ismail,BM102,1,2.85,014-2177361
TP175519,Syazwani binti Yusof,CT105,3,2.22,012-3702763
TP188809,Kavitha Arumugam,CT107,1,2.74,017-7018273
TP169917,Wei Tan,PM101,3,2.44,016-8490227
TP185616,Ismail binti Ibrahim,BM103,2,3.66,016-7699083
TP132551,Nabilah bin Kamaruddin,CT106,2,1.29,013-6985007
TP130350,Farid bin Zainal,CT106,1,2.43,011-3332315
TP196403,Nurul binti Ibrahim,CT105,3,2.82,019-3615652
TP119891,Nithya Nadarajan,CT106,1,3.65,018-6747991
TP148474,Nabilah binti Ahmad,EE101,3,3.89,011-1209130
TP111655,Jing Chan,CT107,1,3.08,012-8456608
TP138767,Ibrahim binti Ibrahim,PM101,3,3.16,016-2159832
TP194371,Hafiz bin Kamaruddin,CT101,1,2.88,016-8800576
TP171064,Hanis binti Razali,EE103,2,1.28,012-6923030
TP137626,Fang Teh,BM104,2,2.06,013-1625661
TP172460,Kai Cheong,BM102,1,3.08,019-5098682
TP126608,Lavanya Selvam,BM102,1,3.28,013-8088302
TP122807,Hafiz bin Ahmad,BM103,3,2.25,018-3000417
TP105757,Zainab binti Razali,CT105,1,2.74,014-8504606
TP175179,Azri binti Zainal,BM104,2,3.43,013-2562536
TP118179,Naim binti Razali,EE105,2,2.55,019-8227993
TP137094,Jun Leong,CT106,2,2.97,016-4156562
TP156919,Rizal bin Zainal,CT103,1,2.41,016-8072373
TP115549,Dalila bin Hassan,CT103,2,2.37,016-8767916
TP165542,Farhana binti Musa,BM103,1,2.07,018-9992532
TP193680,Kavitha Subramaniam,BM104,1,3.29,014-3280060
TP175846,Chen Ng,CT102,2,2.19,012-9663261
TP177984,Jing Chin,CT101,4,3.74,014-4482533
TP156352,Amirah binti Yusof,BM102,3,2.39,013-5166106
TP150276,Ahmad binti Ismail,CT104,4,2.95,011-3317593
TP127813,Chen Leong,HS102,2,2.92,011-3624679
TP153671,Xin Wong,CT101,2,2.29,017-6027190
TP111699,Amirul binti Zainal,PM101,2,3.31,018-6593952
TP145127,Abdullah bin Kamaruddin,BM101,2,2.95,012-2187888
TP152582,Jing Cheong,BM104,2,3.52,014-7908592
TP127810,Azri bin Ibrahim,CT102,2,2.9,012-9061642
TP118503,Xiao Yap,DT103,2,2.77,017-3063535
TP110888,Izzat binti Abdullah,BM101,2,2.37,013-8698180
TP164313,Kai Chew,CT101,3,2.81,012-9136831
TP113100,Zi Teh,HS103,3,3.6,013-8318900
TP139206,Liyana binti Ahmad,BM101,2,2.31,019-9906450
TP149064,Syazwani binti Ismail,CT103,3,3.8,018-8296187
TP105202,Athirah binti Othman,HS101,1,1.06,011-5929396
TP100376,Vijay Chandran,CT103,2,2.56,011-8679662
TP156643,Haziq bin Othman,CT102,4,3.32,012-3505990
TP193743,Malika bin Ibrahim,CT106,2,1.47,012-2937342
TP113305,Tian Wong,CT105,2,2.68,013-3562193
TP197584,Siti bin Ibrahim,CT101,3,2.89,013-3565718
TP127554,Jing Lee,EE104,3,2.57,018-3218398
TP135376,Siti binti Musa,CT106,1,3.53,019-6090245
TP124909,Wei Loh,DT102,2,2.83,019-8785625
TP118257,Naim bin Kamaruddin,CT107,1,2.02,013-9033449
TP173828,Amirul bin Abdullah,CT105,2,3.03,017-2192753
TP110141,Izzat bin Ibrahim,EE103,3,3.42,016-2192736
TP151196,Farhana bin Hassan,CT105,1,2.32,018-4672077
TP163185,Faizal binti Ahmad,BM103,1,2.9,014-9661618
TP121462,Rizal bin Ismail,EE101,2,3.03,014-3828756
TP170616,Nabilah bin Musa,BM102,1,1.45,016-3825909
TP168585,Farhana bin Kamaruddin,EE102,2,2.96,013-9575229
TP195898,Li Chan,BM101,2,3.68,012-6538756
TP152754,Syafiq bin Razali,CT102,1,3.59,014-2658474
TP146444,Syazwani bin Kamaruddin,CT106,1,2.93,016-4548207
TP127041,Hanis bin Ismail,EE103,3,2.33,019-9840030
TP198312,Haziq bin Ahmad,CT105,1,2.6,017-7476286
TP146935,Hafiz bin Abdullah,CT103,4,3.92,013-6928624
TP104583,Aisyah bin Ibrahim,CT102,2,2.01,018-4711358
TP186176,Farid bin Othman,EE104,3,3.08,012-9989453
TP141562,Chen Chew,BM103,1,2.96,018-3246583
TP126530,Athirah binti Abdullah,EE103,3,3.32,011-7769046
TP124528,Abdullah binti Yusof,CT106,2,3.73,013-7935112
TP195424,Syafiq binti Ibrahim,CT102,2,1.21,019-1077016
TP176969,Xiao Koh,DT103,2,3.5,014-9244046
TP132987,Jia Chan,CT101,3,3.05,012-3435896
TP176735,Hui Koh,HS102,2,3.01,019-4387856
TP153120,Jing Tan,CT106,1,3.7,017-2599906
TP152464,Muhammad binti Musa,HS101,3,2.75,017-6857201
TP125618,Jun Lee,CT106,1,2.52,014-7898699
TP123713,Ismail binti Musa,CT105,3,2.86,013-6275246
TP190968,Hanis bin Ibrahim,CT102,1,3.59,016-3300647
TP127243,Ling Cheong,EE101,1,2.71,013-2981045
TP162041,Liyana bin Othman,PM101,2,2.27,018-9099857
TP197450,Kai Chong,BM101,3,3.53,018-6443941
TP164484,Kumar Nadarajan,EE102,3,3.58,017-8501832
TP180251,Ming Ng,PM102,1,2.07,019-2698824
TP146276,Jing Teh,CT103,2,2.53,011-2392076
TP178287,Izzat bin Ismail,CT104,2,2.65,019-2372974
TP116153,Yong Goh,CT104,4,2.73,011-4665618
TP172944,Yu Chew,PM101,1,3.98,011-2221178
TP171605,Hui Lee,PM101,3,3.54,012-6965115
TP196109,Hao Yap,BM103,2,3.63,012-7401792
TP183807,Suresh Sharma,CT105,1,2.49,013-7634826
TP129098,Ravi Krishnan,CT101,4,3.8,013-1095693
TP100660,Abdullah binti Kamaruddin,HS101,3,2.41,018-9916211
TP167871,Izzati binti Yusof,CT106,1,2.89,019-2280844
TP160016,Nadia binti Zainal,HS103,4,2.36,011-2240405
TP139190,Amirul binti Zainal,BM102,2,3.34,019-6918298
TP165811,Jia Cheong,BM101,1,2.63,012-9913766
TP174130,Athirah bin Ismail,CT107,1,2.78,016-3732123
TP110220,Chen Goh,CT107,1,3.1,018-2467418
TP179913,Yong Leong,CT105,1,3.1,018-3393626
TP111411,Wei Wong,EE105,2,3.45,019-2717760
TP117644,Amirul bin Abdullah,CT101,3,2.28,017-8661944
TP149561,Siti binti Abdullah,BM102,3,3.37,014-2914610
TP150752,Ravi Subramaniam,HS102,3,2.63,018-2854985
TP156850,Nabilah binti Ahmad,CT102,3,3.27,017-8780433
TP160628,Jun Lim,CT107,1,2.09,018-5681172
TP121112,Jing Chin,CT105,2,3.16,019-5732536
TP115961,Ling Leong,BM105,3,3.59,018-1988388
TP127901,Syafiq binti Zainal,CT103,3,3.47,011-6372510
TP119073,Rizal binti Abdullah,CT105,2,3.23,014-5109927
TP112940,Yong Cheong,CT107,1,2.74,019-7702473
TP178208,Izzati binti Zainal,CT105,3,3.64,014-9817361
TP150882,Lavanya Murugasen,EE104,2,2.69,012-1239240
TP175475,Le Teh,CT102,3,2.89,013-8077009
TP169152,Faizal bin Abdullah,BM105,3,1.22,014-3199242
TP102352,Zainab binti Ahmad,EE102,2,3.17,012-5114830
TP173733,Ismail bin Hassan,CT102,3,3.31,014-6867699
TP167167,Kumar Murugasen,BM105,3,2.67,012-1404304
TP152934,Izzat binti Zainal,DT102,1,3.2,016-2012758
TP120257,Hui Goh,CT107,1,3.7,016-7948107
TP122644,Xiao Lee,DT103,2,2.78,017-5013412
TP108982,Hui Yap,BM101,2,1.8,013-9839217
TP187978,Yu Wong,CT103,4,2.79,016-4062696
TP171972,Malika binti Kamaruddin,BM102,3,2.67,019-2431133
TP176528,Malika bin Razali,CT103,3,3.98,018-6705386
TP116320,Naim bin Ismail,CT101,2,1.79,018-8039269
TP188620,Azman bin Zainal,DT103,2,2.83,014-9666745
TP178074,Nabilah binti Ismail,EE101,1,3.33,019-8572204
TP153560,Ganesh Maniam,BM104,1,1.07,014-5589491
TP108885,Faizal binti Zainal,EE102,2,3.22,017-8368072
TP144793,Xiao Ong,DT102,1,2.94,018-6112598
TP176460,Yong Ng,BM102,2,3.73,014-5778282
TP106592,Siti bin Ismail,CT106,2,3.24,012-7604148
